"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
4;"301115";"301115";"Sonoanatomie";""
3;"3012";"3012";"Pharmazie, Pharmakologie, Toxikologie";""
4;"301201";"301201";"Arzneimittel-, Arzneistoffanalyse";""
4;"301202";"301202";"Geschichte der Pharmazie";""
4;"301203";"301203";"Pharmakodynamik";""
4;"301204";"301204";"Pharmakognosie";""
4;"301205";"301205";"Pharmakokinetik";""
4;"301206";"301206";"Pharmakologie";""
4;"301207";"301207";"Pharmazeutische Chemie";""
4;"301208";"301208";"Pharmazeutische Technologie";""
4;"301209";"301209";"Pharmazie";""
4;"301210";"301210";"Psychopharmakologie";""
4;"301211";"301211";"Toxikologie";""
4;"301212";"301212";"Klinische Pharmazie";""
4;"301213";"301213";"Drug Targeting";""
4;"301214";"301214";"Biopharmazie";""
4;"301215";"301215";"Arzneimittelsicherheit";""
3;"3013";"3013";"Medizinische Biochemie, Humangenetik";""
4;"301301";"301301";"Humangenetik";""
4;"301302";"301302";"Lipidforschung";""
4;"301303";"301303";"Medizinische Biochemie";""
4;"301304";"301304";"Medizinische Biologie";""
4;"301305";"301305";"Medizinische Chemie";""
4;"301306";"301306";"Medizinische Molekularbiologie";""
4;"301307";"301307";"Zytogenetik";""
4;"301308";"301308";"Alternsforschung";""
3;"3014";"3014";"Neurowissenschaften";""
4;"301401";"301401";"Hirnforschung";""
4;"301402";"301402";"Neurobiologie";""
4;"301403";"301403";"Neurochemie";""
4;"301404";"301404";"Neuroimmunologie";""
4;"301405";"301405";"Neuropathologie";""
4;"301406";"301406";"Neuropharmakologie";""
4;"301407";"301407";"Neurophysiologie";""
4;"301408";"301408";"Psychophysiologie";""
4;"301409";"301409";"Neuroanatomie";""
3;"3019";"3019";"Sonstige Medizinisch-theoretische Wissenschaften";""
4;"301901";"301901";"Blutgruppenserologie";""
4;"301902";"301902";"Immunologie";""
4;"301903";"301903";"Impfstoffentwicklung";""
4;"301904";"301904";"Krebsforschung";""
4;"301905";"301905";"Psychoneuroimmunologie";""
4;"301906";"301906";"Serologie";""
4;"301907";"301907";"Biobanking";""
2;"302";"302";"Klinische Medizin";""
3;"3020";"3020";"Klinische Medizin";""
4;"302001";"302001";"Akupunktur";""
4;"302002";"302002";"Allergologie";""
4;"302003";"302003";"Allgemeinchirurgie";""
4;"302004";"302004";"Anästhesiologie";""
4;"302005";"302005";"Andrologie";""
4;"302006";"302006";"Angiologie";""
4;"302007";"302007";"Augenheilkunde";""
4;"302008";"302008";"Balneologie";""
4;"302009";"302009";"Chemotherapie";""
4;"302010";"302010";"Computertomographie (CT)";""
4;"302011";"302011";"Dermatologie";""
4;"302012";"302012";"Diabetologie";""
4;"302013";"302013";"Diagnostik in der Medizin";""
4;"302014";"302014";"Endokrinologie";""
4;"302015";"302015";"Experimentelle Chirurgie";""
4;"302016";"302016";"Gastroenterologie";""
4;"302017";"302017";"Geburtshilfe";""
4;"302018";"302018";"Gefäßchirurgie";""
4;"302019";"302019";"Geriatrie";""
4;"302020";"302020";"Gerontologie";""
4;"302021";"302021";"Geschichte der Psychiatrie";""
4;"302022";"302022";"Gynäkologie";""
4;"302023";"302023";"Hals-, Nasen-, Ohrenheilkunde";""
4;"302024";"302024";"Hämatologie";""
4;"302025";"302025";"Hepatologie";""
4;"302026";"302026";"Herzchirurgie";""
4;"302027";"302027";"Hör-, Stimm- und Sprachstörungen";""
4;"302028";"302028";"Hyperbare Medizin";""
4;"302029";"302029";"Implantologie";""
4;"302030";"302030";"Innere Medizin";""
4;"302031";"302031";"Intensivmedizin";""
4;"302032";"302032";"Kardiologie";""
4;"302033";"302033";"Kieferchirurgie";""
4;"302034";"302034";"Kieferorthopädie";""
4;"302035";"302035";"Kinder- und Jugendheilkunde";""
4;"302036";"302036";"Kinder- und Jugendpsychiatrie";""
4;"302037";"302037";"Kinderchirurgie";""
4;"302038";"302038";"Klinische Neuropsychologie";""
4;"302039";"302039";"Komplementärmedizin";""
4;"302040";"302040";"Labordiagnostik";""
4;"302041";"302041";"Laserchirurgie";""
4;"302042";"302042";"Logopädie";""
4;"302043";"302043";"Magnetresonanztomographie (MRT)";""
4;"302044";"302044";"Medizinische Physik";""
4;"302045";"302045";"Medizinische Psychologie";""
4;"302046";"302046";"Medizinische Psychotherapie";""
4;"302047";"302047";"Mikrochirurgie";""
4;"302048";"302048";"Minimal-invasive Chirurgie";""
4;"302049";"302049";"Neonatologie";""
4;"302050";"302050";"Nephrologie";""
4;"302051";"302051";"Neurochirurgie";""
4;"302052";"302052";"Neurologie";""
4;"302053";"302053";"Notfallmedizin";""
4;"302054";"302054";"Nuklearmedizin";""
4;"302055";"302055";"Onkologie";""
4;"302056";"302056";"Onkologische Chirurgie";""
4;"302057";"302057";"Orthopädie";""
4;"302058";"302058";"Palliativmedizin";""
4;"302059";"302059";"Parodontologie";""
4;"302060";"302060";"Perinatologie";""
4;"302061";"302061";"Physikalische Medizin";""
4;"302062";"302062";"Plastische und Rekonstruktive Chirurgie";""
4;"302063";"302063";"Polytraumaversorgung";""
4;"302064";"302064";"Pränatale Diagnostik";""
4;"302065";"302065";"Psychiatrie";""
4;"302066";"302066";"Psychopathologie";""
4;"302067";"302067";"Psychosomatik";""
4;"302068";"302068";"Pulmologie";""
4;"302069";"302069";"Radiochirurgie";""
4;"302070";"302070";"Radiodiagnostik";""
4;"302071";"302071";"Radiologie";""
4;"302072";"302072";"Rheumatologie";""
4;"302073";"302073";"Schlafmedizin";""
4;"302074";"302074";"Schmerzmedizin";""
4;"302075";"302075";"Sonographie";""
4;"302076";"302076";"Sozialpsychiatrie";""
4;"302077";"302077";"Stammzellentransplantation";""
4;"302078";"302078";"Stoffwechselerkrankungen";""
4;"302079";"302079";"Strahlenschutz";""
4;"302080";"302080";"Strahlentherapie";""
4;"302081";"302081";"Thoraxchirurgie";""
4;"302082";"302082";"Transfusionsmedizin";""
4;"302083";"302083";"Transplantationschirurgie";""
4;"302084";"302084";"Transplantationsmedizin";""
4;"302085";"302085";"Unfallchirurgie";""
4;"302086";"302086";"Urologie";""
4;"302087";"302087";"Venerologie";""
4;"302088";"302088";"Zahn-, Mund- und Kieferheilkunde";""
4;"302089";"302089";"Reproduktionsmedizin";""
4;"302090";"302090";"Allgemeinmedizin";""
4;"302091";"302091";"Immuntherapie";""
4;"302092";"302092";"Orale Chirurgie";""
4;"302093";"302093";"Zahnerhaltungskunde";""
2;"303";"303";"Gesundheitswissenschaften";""
3;"3030";"3030";"Gesundheitswissenschaften";""
4;"303001";"303001";"Arbeitsmedizin";""
4;"303002";"303002";"Bakteriologie";""
4;"303003";"303003";"Berufskrankheiten";""
4;"303004";"303004";"Bewegungswissenschaft";""
4;"303005";"303005";"Biomechanik des Sports";""
4;"303006";"303006";"Diätologie";""
4;"303007";"303007";"Epidemiologie";""
4;"303008";"303008";"Ergonomie";""
4;"303009";"303009";"Ernährungswissenschaften";""
4;"303010";"303010";"Gesundheitsökonomie";""
4;"303011";"303011";"Gesundheitspolitik";""
4;"303012";"303012";"Gesundheitswissenschaften";""
4;"303013";"303013";"Hygiene";""
4;"303014";"303014";"Impfschutz";""
4;"303015";"303015";"Krankenhaushygiene";""
4;"303016";"303016";"Krankenhausmanagement";""
4;"303017";"303017";"Lebensmittelhygiene";""
4;"303018";"303018";"Lufthygiene";""
4;"303019";"303019";"Medizinische Ethik";""
4;"303020";"303020";"Medizinische Mikrobiologie";""
4;"303021";"303021";"Medizinische Rehabilitation";""
4;"303022";"303022";"Palliativpflege";""
4;"303023";"303023";"Parasitologie";""
4;"303024";"303024";"Pflegewissenschaft";""
4;"303025";"303025";"Präventivmedizin";""
4;"303026";"303026";"Public Health";""
4;"303027";"303027";"Sozialmedizin";""
4;"303028";"303028";"Sportwissenschaft";""
4;"303029";"303029";"Suchtforschung";""
4;"303030";"303030";"Trainingswissenschaft";""
4;"303031";"303031";"Tropenmedizin";""
4;"303032";"303032";"Umwelthygiene";""
4;"303033";"303033";"Umweltmedizin";""
4;"303034";"303034";"Virologie";""
4;"303035";"303035";"Wasserhygiene";""
4;"303036";"303036";"Patientensicherheit";""
4;"303037";"303037";"Ergotherapie";""
4;"303038";"303038";"Physiotherapie";""
4;"303039";"303039";"Radiologietechnologie";""
4;"303040";"303040";"Versorgungsforschung";""
2;"304";"304";"Medizinische Biotechnologie";""
3;"3040";"3040";"Medizinische Biotechnologie";""
4;"304001";"304001";"Ethik in der Medizinischen Biotechnologie";""
4;"304002";"304002";"Genetische Diagnostik";""
4;"304003";"304003";"Gentechnik";""
4;"304004";"304004";"Gentherapie";""
4;"304005";"304005";"Medizinische Biotechnologie";""
4;"304006";"304006";"Pharmakogenomik";""
4;"304007";"304007";"Tissue Engineering";""
4;"304008";"304008";"Regenerative Medizin";""
2;"305";"305";"Andere Humanmedizin, Gesundheitswissenschaften";""
3;"3051";"3051";"Gerichtsmedizin";""
4;"305101";"305101";"Blutspurenanalyse";""
4;"305102";"305102";"DNA-Analyse (Gerichtsmedizin)";""
4;"305103";"305103";"Forensische Biologie";""
4;"305104";"305104";"Forensische Chemie";""
4;"305105";"305105";"Forensische Psychiatrie";""
4;"305106";"305106";"Forensische Radiologie";""
4;"305107";"305107";"Forensische Toxikologie";""
4;"305108";"305108";"Gerichtliche Humanmedizin";""
4;"305109";"305109";"Forensische Anthropologie";""
3;"3059";"3059";"Sonstige Humanmedizin, Gesundheitswissenschaften";""
4;"305901";"305901";"Computerunterstützte Diagnose und Therapie";""
4;"305902";"305902";"Gender Medizin";""
4;"305903";"305903";"Geschichte der Medizin";""
4;"305904";"305904";"Medizinische Dokumentation";""
4;"305905";"305905";"Medizinische Informatik";""
4;"305906";"305906";"Medizinische Kybernetik";""
4;"305907";"305907";"Medizinische Statistik";""
4;"305908";"305908";"Sportmedizin";""
4;"305909";"305909";"Stressforschung";""
4;"305910";"305910";"Verkehrsmedizin";""
1;"4";"4";"AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN";""
2;"401";"401";"Land- und Forstwirtschaft, Fischerei";""
3;"4011";"4011";"Ackerbau, Gartenbau";""
4;"401101";"401101";"Ackerbau";""
4;"401102";"401102";"Bewässerungswirtschaft";""
4;"401103";"401103";"Gartenbau";""
4;"401104";"401104";"Gemüsebau";""
4;"401105";"401105";"Getreidebau";""
4;"401106";"401106";"Landschaftspflege";""
4;"401107";"401107";"Landtechnik";""
4;"401108";"401108";"Obstbau";""
4;"401109";"401109";"Ökologischer Landbau";""
4;"401110";"401110";"Pflanzenbau";""
4;"401111";"401111";"Pflanzenernährung";""
4;"401112";"401112";"Pflanzenschutz";""
4;"401113";"401113";"Pflanzenzucht";""
4;"401114";"401114";"Saatzucht";""
4;"401115";"401115";"Samenzucht";""
4;"401116";"401116";"Spezialkulturen";""
4;"401117";"401117";"Weinbau";""
4;"401118";"401118";"Zierpflanzenbau";""
4;"401119";"401119";"Feldfutterbau";""
3;"4012";"4012";"Forst- und Holzwirtschaft";""
4;"401201";"401201";"Forstentomologie";""
4;"401202";"401202";"Forstpathologie";""
4;"401203";"401203";"Forstschutz";""
4;"401204";"401204";"Forsttechnik";""
4;"401205";"401205";"Forstwirtschaft";""
4;"401206";"401206";"Holzwirtschaft";""
4;"401207";"401207";"Waldbau";""
4;"401208";"401208";"Waldökologie";""
4;"401209";"401209";"Waldwachstum";""
3;"4019";"4019";"Sonstige Land- und Forstwirtschaft, Fischerei";""
4;"401901";"401901";"Bodenerosion";""
4;"401902";"401902";"Bodenkunde";""
4;"401903";"401903";"Fischerei";""
4;"401904";"401904";"Geschichte der Land- und Forstwirtschaft";""
4;"401905";"401905";"Nachwachsende Rohstoffe";""
4;"401906";"401906";"Jagdwirtschaft";""
2;"402";"402";"Tierzucht, Tierproduktion";""
3;"4020";"4020";"Tierzucht, Tierproduktion";""
4;"402001";"402001";"Bienenkunde";""
4;"402002";"402002";"Fischkunde";""
4;"402003";"402003";"Fleischhygiene";""
4;"402004";"402004";"Fleischproduktion";""
4;"402005";"402005";"Futtermittelanalyse";""
4;"402006";"402006";"Haustierzucht";""
4;"402007";"402007";"Imkerei";""
4;"402008";"402008";"Künstliche Besamung";""
4;"402009";"402009";"Lebensmitteluntersuchung";""
4;"402010";"402010";"Milchhygiene";""
4;"402011";"402011";"Milchproduktion";""
4;"402012";"402012";"Nutztierethologie";""
4;"402013";"402013";"Tierernährung";""
4;"402014";"402014";"Tierhaltung";""
4;"402015";"402015";"Tierproduktion";""
4;"402016";"402016";"Tierschutz";""
4;"402017";"402017";"Tierzucht";""
4;"402018";"402018";"Labortierkunde";""
2;"403";"403";"Veterinärmedizin";""
3;"4030";"4030";"Veterinärmedizin";""
4;"403001";"403001";"Anästhesiologie (Veterinärmedizin)";""
4;"403002";"403002";"Anatomie (Veterinärmedizin)";""
4;"403003";"403003";"Andrologie (Veterinärmedizin)";""
4;"403004";"403004";"Augenheilkunde (Veterinärmedizin)";""
4;"403005";"403005";"Bakteriologie (Veterinärmedizin)";""
4;"403006";"403006";"Bildgebende Diagnostik (Veterinärmedizin)";""
4;"403007";"403007";"Chirurgie (Veterinärmedizin)";""
4;"403008";"403008";"Diagnostik (Veterinärmedizin)";""
4;"403009";"403009";"Embryologie (Veterinärmedizin)";""
4;"403010";"403010";"Geburtshilfe (Veterinärmedizin)";""
4;"403011";"403011";"Gerichtliche Veterinärmedizin";""
4;"403012";"403012";"Geschichte der Veterinärmedizin";""
4;"403013";"403013";"Gynäkologie (Veterinärmedizin)";""
4;"403014";"403014";"Histologie (Veterinärmedizin)";""
4;"403015";"403015";"Hygiene (Veterinärmedizin)";""
4;"403016";"403016";"Immunologie (Veterinärmedizin)";""
4;"403017";"403017";"Interne Medizin (Veterinärmedizin)";""
4;"403018";"403018";"Labordiagnostik (Veterinärmedizin)";""
4;"403019";"403019";"Medizinische Biochemie (Veterinärmedizin)";""
4;"403020";"403020";"Medizinische Chemie (Veterinärmedizin)";""
4;"403021";"403021";"Neurologie (Veterinärmedizin)";""
4;"403022";"403022";"Orthopädie (Veterinärmedizin)";""
4;"403023";"403023";"Parasitologie (Veterinärmedizin)";""
4;"403024";"403024";"Pathologie (Veterinärmedizin)";""
4;"403025";"403025";"Pharmakologie (Veterinärmedizin)";""
4;"403026";"403026";"Physiologie (Veterinärmedizin)";""
4;"403027";"403027";"Phytotherapie (Veterinärmedizin)";""
4;"403028";"403028";"Tierernährung";""
4;"403029";"403029";"Tierseuchenbekämpfung";""
4;"403030";"403030";"Toxikologie (Veterinärmedizin)";""
4;"403031";"403031";"Virologie (Veterinärmedizin)";""
4;"403032";"403032";"Zahnheilkunde (Veterinärmedizin)";""
4;"403033";"403033";"Regenerative Medizin (Veterinärmedizin)";""
4;"403034";"403034";"Schmerzmedizin (Veterinärmedizin)";""
4;"403035";"403035";"Bestandsbetreuung";""
4;"403036";"403036";"Intensivmedizin (Veterinärmedizin)";""
2;"404";"404";"Agrarbiotechnologie, Lebensmittelbiotechnologie";""
3;"4040";"4040";"Agrarbiotechnologie, Lebensmittelbiotechnologie";""
4;"404001";"404001";"Agrarbiotechnologie";""
4;"404002";"404002";"Biopharming";""
4;"404003";"404003";"Ethik in der Agrar- und Lebensmittelbiotechnologie";""
4;"404004";"404004";"Fermentation";""
4;"404005";"404005";"Gärungstechnologie";""
4;"404006";"404006";"Gentechnik";""
4;"404007";"404007";"Lebensmittelbiotechnologie";""
2;"405";"405";"Andere Agrarwissenschaften";""
3;"4050";"4050";"Andere Agrarwissenschaften";""
4;"405001";"405001";"Agrarökologie";""
4;"405002";"405002";"Agrarökonomie";""
4;"405003";"405003";"Agrarpolitik";""
4;"405004";"405004";"Nachhaltige Landwirtschaft";""
4;"405005";"405005";"Wildtierkunde";""
4;"405006";"405006";"Agrarsoziologie";""
4;"405007";"405007";"Wildtiermanagement";""
1;"5";"5";"SOZIALWISSENSCHAFTEN";""
2;"501";"501";"Psychologie";""
3;"5010";"5010";"Psychologie";""
4;"501001";"501001";"Allgemeine Psychologie";""
4;"501002";"501002";"Angewandte Psychologie";""
4;"501003";"501003";"Arbeitspsychologie";""
4;"501004";"501004";"Differentielle Psychologie";""
4;"501005";"501005";"Entwicklungspsychologie";""
4;"501006";"501006";"Experimentalpsychologie";""
4;"501007";"501007";"Geschichte der Psychologie";""
4;"501008";"501008";"Gruppendynamik";""
4;"501009";"501009";"Kinder- und Jugendpsychologie";""
4;"501010";"501010";"Klinische Psychologie";""
4;"501011";"501011";"Kognitionspsychologie";""
4;"501012";"501012";"Medienpsychologie";""
4;"501013";"501013";"Motivationspsychologie";""
4;"501014";"501014";"Neuropsychologie";""
4;"501015";"501015";"Organisationspsychologie";""
4;"501016";"501016";"Pädagogische Psychologie";""
4;"501017";"501017";"Psychoanalyse";""
4;"501018";"501018";"Psychologische Diagnostik";""
4;"501019";"501019";"Psychotherapie";""
4;"501020";"501020";"Rechtspsychologie";""
4;"501021";"501021";"Sozialpsychologie";""
4;"501022";"501022";"Suizidologie";""
4;"501023";"501023";"Tiefenpsychologie";""
4;"501024";"501024";"Verhaltenstherapie";""
4;"501025";"501025";"Verkehrspsychologie";""
4;"501026";"501026";"Wahrnehmungspsychologie";""
4;"501027";"501027";"Musiktherapie";""
4;"501028";"501028";"Psychosoziale Notfallversorgung (PSNV)";""
4;"501029";"501029";"Wirtschaftspsychologie";""
4;"501030";"501030";"Kognitionswissenschaft";""
2;"502";"502";"Wirtschaftswissenschaften";""
3;"5020";"5020";"Wirtschaftswissenschaften";""
4;"502001";"502001";"Arbeitsmarktpolitik";""
4;"502002";"502002";"Arbeitsmarkttheorie";""
4;"502003";"502003";"Außenhandel";""
4;"502004";"502004";"Bankbetriebslehre";""
4;"502005";"502005";"Bildungsökonomie";""
4;"502006";"502006";"Controlling";""
4;"502007";"502007";"E-Commerce";""
4;"502008";"502008";"Entwicklungsökonomie";""
4;"502009";"502009";"Finanzwirtschaft";""
4;"502010";"502010";"Finanzwissenschaft";""
4;"502011";"502011";"Genossenschaftswesen";""
4;"502012";"502012";"Industriebetriebslehre";""
4;"502013";"502013";"Industrieökonomik";""
4;"502014";"502014";"Innovationsforschung";""
4;"502015";"502015";"Innovationsmanagement";""
4;"502016";"502016";"KMU-Forschung";""
4;"502017";"502017";"Logistik";""
4;"502018";"502018";"Makroökonomie";""
4;"502019";"502019";"Marketing";""
4;"502020";"502020";"Marktforschung";""
4;"502021";"502021";"Mikroökonomie";""
4;"502022";"502022";"Nachhaltiges Wirtschaften";""
4;"502023";"502023";"NPO-Forschung";""
4;"502024";"502024";"Öffentliche Wirtschaft";""
4;"502025";"502025";"Ökonometrie";""
4;"502026";"502026";"Personalmanagement";""
4;"502027";"502027";"Politische Ökonomie";""
4;"502028";"502028";"Produktionswirtschaft";""
4;"502029";"502029";"Produktmanagement";""
4;"502030";"502030";"Projektmanagement";""
4;"502031";"502031";"Public Management";""
4;"502032";"502032";"Qualitätsmanagement";""
4;"502033";"502033";"Rechnungswesen";""
4;"502034";"502034";"Regulierungsökonomik";""
4;"502035";"502035";"Revisions- und Treuhandwesen";""
4;"502036";"502036";"Risikomanagement";""
4;"502037";"502037";"Standortplanung";""
4;"502038";"502038";"Steuerlehre";""
4;"502039";"502039";"Strukturpolitik";""
4;"502040";"502040";"Tourismusforschung";""
4;"502041";"502041";"Umweltmanagement";""
4;"502042";"502042";"Umweltökonomie";""
4;"502043";"502043";"Unternehmensberatung";""
4;"502044";"502044";"Unternehmensführung";""
4;"502045";"502045";"Verhaltensökonomie";""
4;"502046";"502046";"Volkswirtschaftspolitik";""
4;"502047";"502047";"Volkswirtschaftstheorie";""
4;"502048";"502048";"Wirtschaftsethik";""
4;"502049";"502049";"Wirtschaftsgeschichte";""
4;"502050";"502050";"Wirtschaftsinformatik";""
4;"502051";"502051";"Wirtschaftsstatistik";""
4;"502052";"502052";"Betriebswirtschaftslehre";""
4;"502053";"502053";"Volkswirtschaftslehre";""
4;"502054";"502054";"Entrepreneurship";""
4;"502055";"502055";"Verteilungsökonomie";""
4;"502056";"502056";"Wirtschaftsprüfung";""
4;"502057";"502057";"Experimentelle Ökonomie";""
4;"502058";"502058";"Digitale Transformation";""
4;"502059";"502059";"Kreislaufwirtschaft";""
2;"503";"503";"Erziehungswissenschaften";""
3;"5030";"5030";"Erziehungswissenschaften";""
4;"503001";"503001";"Allgemeine Pädagogik";""
4;"503002";"503002";"Angewandte Pädagogik";""
4;"503003";"503003";"Begabungsforschung";""
4;"503004";"503004";"Berufskunde";""
4;"503005";"503005";"Berufspädagogik";""
4;"503006";"503006";"Bildungsforschung";""
4;"503007";"503007";"Didaktik";""
4;"503008";"503008";"E-Learning";""
4;"503009";"503009";"Erwachsenenbildung";""
4;"503010";"503010";"Fachdidaktik Agrarwissenschaften, Veterinärmedizin";""
4;"503011";"503011";"Fachdidaktik Geisteswissenschaften";""
4;"503012";"503012";"Fachdidaktik Humanmedizin, Gesundheitswissenschaften";""
4;"503013";"503013";"Fachdidaktik Naturwissenschaften";""
4;"503014";"503014";"Fachdidaktik Sozialwissenschaften";""
4;"503015";"503015";"Fachdidaktik Technische Wissenschaften";""
4;"503016";"503016";"Freizeitpädagogik";""
4;"503017";"503017";"Geschichte der Pädagogik";""
4;"503018";"503018";"Hochschuldidaktik";""
4;"503019";"503019";"Kunstpädagogik";""
4;"503020";"503020";"Medienpädagogik";""
4;"503021";"503021";"Museumspädagogik";""
4;"503022";"503022";"Musikpädagogik";""
4;"503023";"503023";"Qualifikationsforschung";""
4;"503024";"503024";"Religionspädagogik";""
4;"503025";"503025";"Schulpädagogik";""
4;"503026";"503026";"Sonder- und Heilpädagogik";""
4;"503027";"503027";"Sozialpädagogik";""
4;"503028";"503028";"Sportpädagogik";""
4;"503029";"503029";"Sprachlehrforschung";""
4;"503030";"503030";"Wirtschaftspädagogik";""
4;"503031";"503031";"Elementarpädagogik";""
4;"503032";"503032";"Lehr- und Lernforschung";""
4;"503033";"503033";"Politische Bildung";""
4;"503034";"503034";"Inklusive Pädagogik";""
4;"503035";"503035";"Sexualpädagogik";""
4;"503036";"503036";"Stimmforschung";""
2;"504";"504";"Soziologie";""
3;"5040";"5040";"Soziologie";""
4;"504001";"504001";"Allgemeine Soziologie";""
4;"504002";"504002";"Arbeitssoziologie";""
4;"504003";"504003";"Armut und soziale Ausgrenzung";""
4;"504004";"504004";"Bevölkerungsstatistik";""
4;"504005";"504005";"Bildungssoziologie";""
4;"504006";"504006";"Demographie";""
4;"504007";"504007";"Empirische Sozialforschung";""
4;"504008";"504008";"Ethnographie";""
4;"504009";"504009";"Ethnologie";""
4;"504010";"504010";"Europäische Ethnologie";""
4;"504011";"504011";"Familienforschung";""
4;"504012";"504012";"Freizeitforschung";""
4;"504013";"504013";"Gender Mainstreaming";""
4;"504014";"504014";"Gender Studies";""
4;"504015";"504015";"Geschichte der Soziologie";""
4;"504016";"504016";"Jugendsoziologie";""
4;"504017";"504017";"Kulturanthropologie";""
4;"504018";"504018";"Kultursoziologie";""
4;"504019";"504019";"Mediensoziologie";""
4;"504020";"504020";"Medizinsoziologie";""
4;"504021";"504021";"Migrationsforschung";""
4;"504022";"504022";"Musiksoziologie";""
4;"504023";"504023";"Politische Soziologie";""
4;"504024";"504024";"Rechtssoziologie";""
4;"504025";"504025";"Religionssoziologie";""
4;"504026";"504026";"Sozialgeschichte";""
4;"504027";"504027";"Spezielle Soziologie";""
4;"504028";"504028";"Techniksoziologie";""
4;"504029";"504029";"Umweltsoziologie";""
4;"504030";"504030";"Wirtschaftssoziologie";""
4;"504031";"504031";"Diversitätsforschung";""
2;"505";"505";"Rechtswissenschaften";""
3;"5050";"5050";"Rechtswissenschaften";""
4;"505001";"505001";"Arbeitsrecht";""
4;"505002";"505002";"Datenschutz";""
4;"505003";"505003";"Europarecht";""
4;"505004";"505004";"Finanzrecht";""
4;"505005";"505005";"Geistiges Eigentum";""
4;"505006";"505006";"Grundrechte";""
4;"505007";"505007";"Insolvenzrecht";""
4;"505008";"505008";"Kriminologie";""
4;"505009";"505009";"Mediation";""
4;"505010";"505010";"Medizinrecht";""
4;"505011";"505011";"Menschenrechte";""
4;"505012";"505012";"Öffentliches Recht";""
4;"505013";"505013";"Privatrecht";""
4;"505014";"505014";"Rechtsgeschichte";""
4;"505015";"505015";"Rechtsinformatik";""
4;"505016";"505016";"Rechtstheorie";""
4;"505017";"505017";"Rechtsvergleichung";""
4;"505018";"505018";"Religionsrecht";""
4;"505019";"505019";"Römisches Recht";""
4;"505020";"505020";"Sozialrecht";""
4;"505021";"505021";"Staatsrecht";""
4;"505022";"505022";"Steuerrecht";""
4;"505023";"505023";"Strafprozessrecht";""
4;"505024";"505024";"Strafrecht";""
4;"505025";"505025";"Unternehmensrecht";""
4;"505026";"505026";"Verfassungsrecht";""
4;"505027";"505027";"Verwaltungslehre";""
4;"505028";"505028";"Verwaltungsrecht";""
4;"505029";"505029";"Völkerrecht";""
4;"505030";"505030";"Wirtschaftsrecht";""
4;"505031";"505031";"Zivilrecht";""
4;"505032";"505032";"Zivilverfahrensrecht";""
4;"505033";"505033";"Antidiskriminierungsrecht";""
4;"505034";"505034";"Bank- und Kapitalmarktrecht";""
4;"505035";"505035";"Baurecht";""
4;"505036";"505036";"Energierecht";""
4;"505037";"505037";"Familien- und Erbrecht";""
4;"505038";"505038";"Marken- und Patentrecht";""
4;"505039";"505039";"Medienrecht";""
4;"505040";"505040";"Sportrecht";""
4;"505041";"505041";"Umweltrecht";""
4;"505042";"505042";"Verkehrsrecht";""
4;"505043";"505043";"Wettbewerbs- und Kartellrecht";""
4;"505044";"505044";"Gesellschaftsrecht";""
4;"505045";"505045";"Hochschulrecht";""
4;"505046";"505046";"Luft- und Weltraumrecht";""
4;"505047";"505047";"Allgemeines Verfahrensrecht";""
4;"505048";"505048";"Sachenrecht";""
4;"505049";"505049";"Schiedsverfahrensrecht";""
4;"505050";"505050";"Tierschutzrecht";""
4;"505051";"505051";"Rechtsethik";""
4;"505052";"505052";"Versicherungsrecht";""
4;"505053";"505053";"Verwaltungsverfahrensrecht";""
2;"506";"506";"Politikwissenschaften";""
3;"5060";"5060";"Politikwissenschaften";""
4;"506001";"506001";"Allgemeine Staatslehre";""
4;"506002";"506002";"E-Government";""
4;"506003";"506003";"Entwicklungspolitik";""
4;"506004";"506004";"Europäische Integration";""
4;"506005";"506005";"Forschungspolitik";""
4;"506006";"506006";"Friedensforschung";""
4;"506007";"506007";"Internationale Beziehungen";""
4;"506008";"506008";"Konfliktforschung";""
4;"506009";"506009";"Organisationstheorie";""
4;"506010";"506010";"Politikfeldanalyse";""
4;"506011";"506011";"Politische Geschichte";""
4;"506012";"506012";"Politische Systeme";""
4;"506013";"506013";"Politische Theorie";""
4;"506014";"506014";"Vergleichende Politikwissenschaft";""
4;"506015";"506015";"Asylpolitik";""
4;"506016";"506016";"Migrationspolitik";""
4;"506017";"506017";"Wissenschafts- und Technologiepolitik";""
4;"506018";"506018";"Terrorismusforschung";""
2;"507";"507";"Humangeographie, Regionale Geographie, Raumplanung";""
3;"5070";"5070";"Humangeographie, Regionale Geographie, Raumplanung";""
4;"507001";"507001";"Angewandte Geographie";""
4;"507002";"507002";"Bevölkerungsgeographie";""
4;"507003";"507003";"Geoinformatik";""
4;"507004";"507004";"Geschichte der Geographie";""
4;"507005";"507005";"Kulturgeographie";""
4;"507006";"507006";"Kulturlandschaftsforschung";""
4;"507007";"507007";"Landesplanung";""
4;"507008";"507008";"Landschaftsplanung";""
4;"507009";"507009";"Örtliche Raumplanung";""
4;"507010";"507010";"Politische Geographie";""
4;"507011";"507011";"Raumforschung";""
4;"507012";"507012";"Raumordnung";""
4;"507013";"507013";"Regionale Geographie";""
4;"507014";"507014";"Regionalentwicklung";""
4;"507015";"507015";"Regionalforschung";""
